"geneID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HSD11B1L",1.76343218536226,0.992111930962113,3.35482301540065,0.00351746948085335,0.0124403105029329,-1.7480098283896
"LAMP3",-1.76320271649701,4.803905607569,-7.67070069407633,4.36382180978822e-07,7.05590701628896e-06,6.54320119118172
"ERCC6L",-1.76043946355929,3.83950684729563,-11.6363110435953,8.02872726800564e-10,3.90878439996567e-08,12.736011670984
"HIST2H4B",1.75581371650729,3.52490494341532,3.48345603836781,0.00264437285183787,0.00976016650202086,-1.90120092771393
"DOCK4",-1.75467764173038,1.46372889157006,-2.69619008809671,0.0147484644668993,0.0399962948846272,-3.09070186154342
"RFTN2",1.75359390407497,0.24282760689481,3.19065193854007,0.00505339462430523,0.0167034737507189,-2.02022471738299
"SHCBP1",-1.75224143355484,5.34086832537984,-7.5654230971338,5.293348788219e-07,8.2964503236107e-06,6.27860274707676
"RDH16",1.7502511504847,0.634822795493678,5.27780877279214,5.06761511707042e-05,0.000383126692383293,2.01274508590776
"AKAP9",1.75010760428426,4.34594080595938,5.03780756714914,8.49268237301428e-05,0.000584850991812087,1.31443150162881
"BCAS1",1.74889654227589,7.12533678793698,12.6017640991652,2.21365398427754e-10,1.4010321478587e-08,13.9859888073862
"MAST2",1.74535368304661,5.54267949734454,7.22182553388862,1.00446541061998e-06,1.43057466408632e-05,5.59406266448906
"FAM83D",-1.74489911346958,5.31603359225289,-14.9958738329651,1.24548975456481e-11,1.68600223336527e-09,16.9104745803444
"CFAP70",1.74441291093632,5.41400106107189,9.48091416748867,1.97032086446858e-08,5.32266963610812e-07,9.59437899006771
"IDO1",-1.74162298010904,4.04983083640975,-4.27291001804417,0.000455488044823154,0.00232216785720926,-0.288165846892672
"SLC29A1",-1.74128505177482,3.65685679037204,-2.40293431405274,0.0272325620215344,0.0654990918979757,-4.13077227300469
"DKC1",-1.74107300860767,5.62548262826319,-5.08588811790647,7.65445370546266e-05,0.000536861974666513,1.19463471840661
"SYNCRIP",-1.74083607368469,4.65489526328916,-3.04965256271352,0.0068830866497527,0.0215965780599299,-3.06672960729983
"FHL1",-1.73855359770405,3.74373310707651,-4.17094222472903,0.000571391372262778,0.00280032702417837,-0.44635150605742
"LPAR1",-1.73835457621679,4.09989605044916,-8.31447117355032,1.38310419215545e-07,2.69938881320676e-06,7.75610795909089
"FUT2",1.73775431349669,5.80339751558235,15.3091566233334,8.80091034446197e-12,1.32923749304823e-09,17.2790121524904
"DMC1",-1.73710040199725,1.27752372392642,-4.19002620587534,0.000547637538915777,0.0027109243756108,-0.0752566122637077
"CDC45",-1.73675096062727,3.20281192735315,-5.55901992189907,2.78969983498812e-05,0.00023304777188452,2.60936268208806
"IL5RA",1.73672414364509,1.8094774613482,4.4140661921058,0.000333065059880241,0.00179366600926592,0.356820588188008
"CD68",1.73569593395703,7.23072660138132,16.4855147045261,2.51869191872436e-12,5.39934424060734e-10,18.5136960456438
"ABCG1",1.73489114997017,4.28184995154749,7.50748865895484,5.89054397307697e-07,9.06148379006551e-06,6.29657293486124
"LMNTD2",1.73479739841991,3.02299659477455,7.19542165283735,1.05584480983658e-06,1.48342847436976e-05,5.80219076131143
"GINS1",-1.73117441715824,2.37212722068956,-1.53269461035938,0.142695793193845,0.244813448733624,-5.24909685572837
"KIAA1549L",-1.72992933889657,3.71304081121845,-4.36309157587407,0.000372881172535311,0.00197056209310808,-0.0220854485110786
"CTNNAL1",-1.72916471015489,6.057324331214,-13.9113806395975,4.35602800500077e-11,3.83417008042816e-09,15.696735081827
"RP11-407N17.3",1.72877431078113,4.96752519216835,5.59005812594519,2.61329770317289e-05,0.000220949998555158,2.38654390005022
"PTPN14",-1.72766787816742,6.85409717253843,-15.3311214754342,8.59120439145258e-12,1.31949705974955e-09,17.2963070724751
"PLCD4",1.72506956144317,0.820081422383269,2.61101669113417,0.0176604553809212,0.0462330337734536,-3.16069780088555
"PRR11",-1.72402851776572,6.85230248297607,-15.3527636250905,8.38971227775809e-12,1.31949705974955e-09,17.3201967775301
"ABL2",-1.72388055158085,6.25921732425206,-12.3407689268188,3.111095910837e-10,1.81481203847226e-08,13.714389853276
"ESPL1",-1.72272896333312,4.90022903241511,-7.65826987776007,4.46412011765751e-07,7.19183278591345e-06,6.50779775650605
"MSLNL",1.721873667846,0.73847862728443,3.98821448390222,0.000858499126077679,0.00389829582668207,-0.473405603498271
"KIFC1",-1.72166951332562,5.18019828594571,-12.3481913673916,3.08088528062356e-10,1.81186045419326e-08,13.7653949773339
"SLC37A4",-1.72159660372939,1.4652860636679,-2.08604446233106,0.0514397470719715,0.108971258899199,-4.19059586898461
"CAMK1D",1.72096813717465,1.98311686437291,4.01326046273687,0.000811867602690121,0.00372768150965678,-0.496362045542287
"DLGAP5",-1.72027419232283,5.38957139087425,-16.9291774574637,1.60349430365333e-12,3.68051071687763e-10,18.8912136122442
"MAMSTR",-1.72000819865158,0.608029099343594,-3.41626807835963,0.00306971989936198,0.0110628110581399,-1.59968645472106
"PLEKHG7",1.71976927332323,2.99819799768442,4.29393816972522,0.000434707401043903,0.00223163231644439,-0.0463416444488152
"ADAM19",-1.71869352018949,2.10265157566268,-5.74315914663478,1.89669593580613e-05,0.000169871871177893,3.04098149844254
"PSORS1C1",-1.71607478763552,1.43769812444457,-2.60937094191889,0.0177217753860938,0.0463696080201916,-3.25288837623581
"MATN3",-1.71579326562946,1.8399798220405,-4.33583146131534,0.000396115551736232,0.00207192908230077,0.195126125570369
"PRAP1",1.71577256303242,3.44593619064854,4.20388394502821,0.000531014597863471,0.00264631234353333,-0.324242391808121
"GOLGA2P7",1.71423589564589,0.1911823684472,3.19756163871503,0.00497716657372791,0.0164801995344837,-2.00554671044939
"UPK3A",1.71393556728076,1.23612325694708,4.598244676272,0.000221776352050702,0.00128269342693902,0.750031109257869
"TNIK",1.71272144293158,3.60657179330426,5.7976114030963,1.69353779675268e-05,0.00015395903458714,3.04062801861922
"CDCA5",-1.71205272881131,5.12749757169074,-12.1817396887966,3.83887787908193e-10,2.12593857878658e-08,13.5481974227305
