geneSymbol,ERR978108,ERR978109,ERR978110,ERR978111,ERR978113,ERR978115,ERR978116,ERR978117,ERR978190,ERR978192,ERR978195,ERR978215,ERR978219,ERR978220,ERR978222,ERR978224,ERR978118,ERR978120,ERR978121,ERR978142,ERR978144,ERR978151,ERR978107,ERR978193,ERR978112,ERR978212,ERR978217,ERR978143,ERR978147,ERR978221,ERR978148,ERR978223,ERR978149,ERR978225,ERR978183,ERR978184,ERR978185,ERR978186,ERR978187,ERR978188,ERR978191,ERR978194,ERR978213,ERR978216
PTRF,3.501554099517511,3.7322277691884795,3.640548068707868,3.6021467495315935,3.6226791970744086,2.9255261752587565,3.510129055299247,2.366480871319642,1.1882534517144754,1.9892432870097372,0.5927876713382819,2.8153569321794927,3.0822401952353915,3.1118116027943725,3.0817549592774633,3.7713793311679527,3.1237984705363098,3.044878033957027,3.0331774669534286,5.5009515149350134,5.59665017993702,6.967627119706586,3.569418094175064,1.583451727063354,3.4189618714423875,3.041666395014487,3.2658095771167726,5.761790779019183,6.984587748193005,3.1853428904631778,6.88557843208676,3.0870962246593776,7.073488670322363,3.293015078333709,-0.010148577675081396,-0.20515468426632097,1.1742878364204432,0.00942445840876299,0.7521181500423619,1.6395322196113207,1.302147438327218,1.2177285560469933,2.7519043394522993,2.9134350278704324
PHLDB2,4.162132248224675,4.014464737029505,4.576594316137419,4.725084330489648,4.079490137894971,3.4122837980077807,3.4988128741556226,4.50199923835748,3.6928594417512084,3.099185876628906,1.1329723906974065,2.8848864153899423,3.9144568330988205,3.949439873688536,3.2476670493125708,3.174267891783629,4.478597822505921,3.7567702596870713,3.6162683843387864,5.5275255723197,5.5562177915381765,5.797241325932037,4.940701190582918,3.621828694889431,4.754977836084988,3.237222473528907,2.908604340287349,5.247454195023078,6.084306648146173,4.026507994566439,5.945034957200071,4.095778390158584,6.0380198220066905,4.09789606640661,1.2306369296890372,1.192067431848028,1.5131457901312895,0.3138194780627873,-2.5007681002146516,0.63942968611828,3.789376660440956,4.388963229688894,2.9286591137820905,3.1046773410742254
THBS1,6.693888961356465,6.325485626631022,6.001441166927294,5.649526172713517,5.6331436536941135,6.941676025285893,6.914291142274628,6.873163514817755,6.493051307545179,6.136689997635956,6.734116664430937,4.082131908449429,3.8492558489409956,4.618372030911905,4.474064311550252,4.61177889055469,7.137619462852119,7.673152959768948,6.833552413769118,8.248334299047167,8.117859249044376,9.454014766274875,6.424360423168236,6.290450812974803,6.417973142059434,5.1306953610921475,5.5031463082596215,8.19746611955046,9.1572834742481,5.0458009368642,9.07908853182145,5.212628779630958,9.024721227591316,4.520003101640893,3.3224495324415972,3.5792780013105063,4.093027516130796,4.958626714438171,2.3426279953758162,5.161965884692447,5.85743700853215,6.51022533743411,4.769214181462647,4.270059465492712
SERPINB2,1.4266533601709934,1.816700042281724,1.8387347303831423,1.521444885148549,0.5872054595697159,2.0539328552260807,2.957483870851538,2.599880876372544,1.582192680782093,1.7859153085452024,1.6696793906315297,0.9405576474241708,-0.019151174444127124,1.688107065664276,0.8672841614790427,1.0982308258970612,2.3787985205802746,2.7858042053761958,2.6050920135724707,3.580341075666464,3.4163949446475237,3.717730799552646,1.7892424344578768,-0.6553040967999485,1.470244954496859,1.1760949107701348,-0.00339605612609956,3.8141009836094257,4.415417520284897,0.45623794672887497,3.6593852411865258,0.9080013095703854,3.4796089189763046,0.9321053431122952,1.337958172994262,0.0706158920083974,-1.142586528102483,-2.544396261288105,-0.7451254640027207,0.9596632992426587,1.7173192149572338,1.610314284534154,-0.05046239441524941,0.030131267373605282
IL23A,3.144478026476758,2.981862349819775,3.5603569969985682,3.468568872694563,2.8148063031866757,3.6006357712411607,3.5846611948646268,3.7573558434542917,1.6022578534678842,0.4757257788965095,1.589086083356484,0.49094475449549285,1.7615879776292516,2.100608750577341,1.7683332602163597,2.250857264217978,3.714568982099331,3.7659099928515536,3.658912693534733,3.5529887987501416,3.4373006583732693,3.67008504289992,3.279310402913651,1.886456093460291,3.136689466155683,0.8073767200013952,0.7554586950024386,3.1226216588586277,3.8989247889367697,1.5908434012779367,3.423394986657852,1.1305693790210583,3.8515047134944216,1.4501231427709718,1.2694074732140928,0.8763834997732488,1.2485319750977897,1.5504744938393162,0.3938088274475471,0.8037251494581604,0.9709062942212187,1.58731474502847,1.0422049674962757,1.517106198137396
ANKRD1,5.052349137253833,4.94584735067624,4.7674961868583825,5.018549825394446,5.122303173077261,5.1470053520426715,5.103528383317806,5.09821008600478,0.4110725294025037,-2.389432758415715,-0.08372181943589625,2.0638254840206365,2.585454968927663,2.4060858854264393,2.2833107038184046,2.427205277316094,5.123382984172838,5.241509982604212,4.948806412143275,6.443523110358946,6.5861951669214704,7.04034675193417,4.931062567217318,1.2826035996738712,5.067052444725191,1.9730167890449237,2.472566607449329,6.378897583238204,7.1007986383774995,2.073217133276117,7.181357862223936,2.068002623630137,7.109077301853806,2.657820741455923,0.28310927490452736,0.6339968318628338,1.3624388736766895,-0.20180150896093713,-0.1778402509877958,0.9359305249454034,-0.8124045705813278,0.4154002176582374,-0.2519450541519651,0.8826577864501899
CD83,3.7307603784747543,3.5383390884089247,3.640206179625979,3.6529051656650893,3.756083103051819,3.6425255450999856,3.6265464898303708,3.884583602833867,1.0649230649227812,1.975481808354583,-0.08254754077109211,2.160551979196312,2.2008938230122412,2.0674684125313476,2.1841047907234055,2.5708845281651103,3.3769660866296087,3.8821780662293084,3.7739928814793826,3.3525847789620467,3.675240989152163,4.024500734677307,3.2008136677173757,1.672752036140332,3.988206998567966,1.8271383263640069,1.1323279890580233,3.484532365581671,3.7634850536031133,2.4775358996505426,3.8039272764829173,1.8203858628631635,4.175041781547144,2.0961907395193182,1.7283131447246307,1.3748639414013204,0.266154996027736,0.6299511726846874,-0.1746314837259016,0.2870905360779237,0.7684843767835382,1.0499077556186127,2.2879412945093156,1.5143809412742324
FAM72D,2.8909329908065664,3.426103597487634,-2.5986009607151184,3.4043513520930944,4.199572178140986,3.239801241096593,2.8432220934016232,3.9295411533788367,-2.315347459407429,2.2876454413678347,-2.3807965992711893,1.4755880133539487,2.1449731306513744,1.5290271520446481,2.0367567835396536,2.272833343301401,2.885596126669089,3.6369716581462326,4.153835288833625,3.7187652912981064,3.393325063330983,3.8883311645524397,-1.5702898740950695,-2.3854360643901646,2.204663354285558,1.0844592573827618,-2.5714688404760797,3.3412344756988106,3.2141086203632048,2.539507032860554,2.5097895817284335,-2.5624242560625086,3.2655988750594633,-2.5426316157941757,2.929023927054008,2.401546518470987,-1.4862255317957178,-2.544396261288105,-2.5007681002146516,-2.5270369770641645,-2.374708355502605,2.1900585637216845,2.8829981566022798,-2.57443964928618
PRICKLE1,4.437421981525884,4.824056528680066,3.8620441056728665,4.525748127377473,4.715101156838992,3.0899712066203615,2.67674996839108,4.334611499597894,-2.3656662588457715,3.312428069928783,3.632581680140116,2.789647938274177,2.237488471244373,1.6218314832618044,1.9182744707578252,2.0273862465095407,3.019406723347927,1.7569022493046103,1.390639696292613,4.448284253280067,4.735597482446907,5.468800328326758,4.453178284110683,1.7670634132156606,3.905738905577262,3.681235062362909,3.3625565905034884,4.8698628235672805,4.978001912947297,3.4836554871496026,4.615941329394511,3.100178725992764,4.928562632345189,3.6624440407756955,0.635926369288054,-0.12305880335742195,-2.546703453196573,3.2586543617889245,2.672079606466653,2.9762181342664076,3.3258486607850553,-2.3830774844966314,3.180783939496714,1.7384524615791854
NME1-NME2,4.990715116299104,5.269946519982096,5.172294255677411,5.350432853819648,4.402908469560508,5.237194845218596,5.0603700639559595,5.273811609861981,3.6256239059328554,3.3408244902311033,3.976909099393704,4.744124685682801,4.307810270369831,3.8635331511623594,3.816778423215108,4.3998237510698655,5.660101220054332,4.788059471870792,4.62546431752385,6.1875496947467035,6.14210167435312,6.143068329528108,4.077940525327002,4.032734696281332,5.193920119452024,4.6864591527097,3.9585714428672714,6.2847808728993995,6.337609547229163,4.540758288839878,6.225123304514823,5.17578591287099,6.035326975207154,4.07338163567771,0.05639267745777799,2.7506701678879826,-2.539494749189981,3.01217783624042,2.798740995462515,2.9173391125191164,2.1912666217757875,3.5909540407921603,3.8759986112343743,4.3494840984954335
SLC16A6,5.653134265594413,5.59363244729796,5.259738362521267,5.258274475133182,5.54298688982886,5.025704358807084,4.725133630103153,4.788219184624353,3.0634803627428195,2.6873606881389263,2.8091772369337584,-0.13059053336503318,0.7285312997200721,0.706318826251489,0.05774378026489322,0.9480223255701299,4.927202093768755,4.464040224512753,4.191926523311552,2.864962017910992,2.077131995329264,3.258322588297145,5.236976888595869,2.9238670410054928,5.240443954254107,0.0619555116697207,0.5331308412864271,1.9845552329773535,1.879509150427081,1.7783380850159252,3.6126572881563317,0.0568976512925099,2.625861965904589,0.5147406118749402,3.0543929147123707,3.2373174785660956,3.134177205078966,3.2999000932663853,1.9186314670377642,2.699478278952361,2.7977724758130695,2.8074233629157628,0.41276123247834323,-0.8694000024465937
PADI3,5.700472618873793,5.470398763281976,5.763112958480579,5.7496120269363296,5.782818805245533,4.681451943101532,4.8426748210939525,4.735675385872181,2.644069310994967,3.509055137716174,2.795911022600382,-0.275588410299129,-0.2204154416537985,-0.24226210499907155,-0.25095482654510193,0.8978597918756944,4.863069544791492,5.009657375088817,4.909158897894336,2.462535466933816,3.033778557678026,2.550108888615571,5.6585042225836295,2.7097331130645506,5.668975921075983,-0.9842594706155825,0.23557055593864343,2.9208791786067616,2.4642693529764035,-0.2469680682891597,1.7977666381352158,0.5950721752465902,2.4475838688999194,-0.2281022518483445,3.2048209732664392,2.956237912560499,2.6650966562263156,3.184471969562064,3.333348676522549,3.626541727124286,2.801559264752558,2.629210656583349,-0.9888802127392531,-2.57456143348126
