geneSymbol,ERR978108,ERR978109,ERR978110,ERR978111,ERR978113,ERR978115,ERR978116,ERR978117,ERR978190,ERR978192,ERR978195,ERR978215,ERR978219,ERR978220,ERR978222,ERR978224,ERR978118,ERR978120,ERR978121,ERR978142,ERR978144,ERR978151,ERR978107,ERR978193,ERR978112,ERR978212,ERR978217,ERR978143,ERR978147,ERR978221,ERR978148,ERR978223,ERR978149,ERR978225,ERR978183,ERR978184,ERR978185,ERR978186,ERR978187,ERR978188,ERR978191,ERR978194,ERR978213,ERR978216
FBP1,2.7152402596659164,2.214346561247808,0.8404614085225272,0.5701972603120449,2.276526714987894,1.8327753572612175,1.8441109763530477,2.6665160621610813,4.343910222662566,3.36165094345557,4.0832099048364565,5.976409770330002,5.126148033747307,5.0234350720541165,4.714241922039053,5.326133130064275,-2.5777258538442647,3.326854301887396,1.4527204062178234,3.064289923458678,3.2035691482851893,1.2777900219115672,2.4850964113618024,3.9640882698305524,1.3024124099041556,6.1424537578100225,5.818443480935751,3.6081210286680823,-2.569584115341734,5.319313419108495,-2.4472781970005566,5.265260575089095,0.5061372995335921,4.852438427688531,3.6492253517550433,4.310206153476199,4.18106955539888,4.100038276432025,4.108216141830622,4.118315621170278,2.58994222607822,3.311146537115707,5.937770214447025,5.986749775263904
CFI,3.1354982303163044,3.0252646373517993,2.063436282367057,2.5287962475039567,1.9568332005835658,-0.8818352744936094,-0.9921867868381868,0.025066448781244675,1.7810779609446368,2.6446577978543147,2.5531754924195953,5.341658654477163,5.743299120706168,4.8154032709312204,4.5870405551592475,5.357199095660147,-2.5777258538442647,-0.03872300647445025,-2.56833144760113,0.9552707031039219,2.248646501065843,2.404626960492017,2.251773640788043,2.800742307406864,2.101532480376694,5.360959587104963,5.444082880119175,1.2768885801940795,-2.569584115341734,5.349250286285554,-2.5839037275732304,5.383848350023806,1.0013232619235917,5.050546277669745,3.7876691327742096,4.303807089836577,4.322780747763387,4.034842001180818,4.679583245567832,3.123834489712487,3.2681083111903346,2.4950306132032125,5.483444276183109,5.569260552405802
HLA-DMB,2.0577159089576007,2.0489264888891077,1.6455508003779022,2.781048111268293,2.846221179508502,1.7581415689545647,1.0743767180072665,1.3149233696931333,3.6785299776946148,2.1426858014320977,2.5614831361544237,5.126892950544513,4.366285580034653,4.477914414633098,4.09945747134498,4.624895805411772,1.1668930735182232,0.4803798018695436,1.116781642560692,-1.04078336114963,0.7545185276652413,-0.10689328525016213,2.6451327191228713,2.660847671493872,3.1115715739809167,5.069053568004511,4.527329511503327,1.5879138068864957,-0.2516610712551242,4.2425157435580765,-1.5926050827912235,4.158680666614077,-0.2678092810248514,4.62099988568936,2.4102841221215487,1.3615127223143655,1.5146706689406622,1.9519094554570977,1.8177612923138105,2.035432927109004,2.4801654322427873,3.4728734471020384,4.842426903652233,5.402007463952408
ATP7B,3.1090558078883066,2.3373169223272394,2.137574024798338,2.652452914396322,2.3762690069940846,2.068923234135569,-0.2798924381128881,0.41958206671999754,2.5106061634579553,4.255673847812936,3.4377119103962555,4.720112127935782,3.874552730667019,4.297379757474479,3.6348869010302933,4.896445022721123,2.827685495199,2.169453100439215,1.8810527921380058,1.254192831829426,1.5735227092176378,2.0510037728793407,2.8241032502004453,2.817421372291329,2.3588513299173606,4.837264821175524,4.661744986342432,0.4925911431511238,1.4316826500562925,4.387242775479512,2.308767638568861,4.632706057933707,0.9219561979011062,4.407094059926498,4.1280453495409395,4.546568397327885,4.116257754402753,3.188099628740416,3.459303706459025,5.117816293528538,2.8262026452342837,3.129607544409552,5.282050212013055,4.188475108252911
ADH1C,2.3924980533950384,3.200680576069208,2.816233272269042,2.381413345501277,2.325132898342556,1.6052001180182593,0.2624320303346654,-0.443775684397059,2.3868860618510555,2.8726203717521397,1.8976607226670168,4.971436013599729,3.4212390219056177,3.178375406100487,3.70308352466806,3.5150691130154765,1.6700874014029734,1.2819091635632462,1.6281288484314638,-2.5651895438818273,-2.5657619565024254,-1.6810531615092936,2.1508837199614153,2.408760387140902,2.6380049306514826,5.007048846651628,5.138417334563622,-2.5569713746736165,0.33787800467994655,3.5455599066830925,0.25780814772825456,3.5303511643317123,-2.58321426810836,3.4574331630124204,2.8645096376439696,3.591045899693246,2.90299530936665,3.4291879665191534,3.2396962538416494,3.3952248256755992,1.5802931869194254,1.8840239362869295,5.068805591069806,4.958846169557207
TCN1,5.414719639836154,4.781400549559922,5.1720028338423045,4.932304658130283,5.172586560139353,3.762365526792231,3.732090319775408,4.302509403989936,5.950533421136565,6.131303237946419,6.158587793419088,8.146762246133465,7.835668837994954,7.893019679208947,7.915485121053147,8.017777380820297,3.1264720534652257,3.3766812275391436,4.5387384167770275,4.836784230519301,4.345562550224564,2.938220789530004,5.423183969846478,6.028532883418735,5.557485700027536,8.258700691297031,8.2277779123096,5.506390972717071,3.5130756141576533,7.830531603005676,3.374387449782062,7.81556553232882,2.8928728470202825,7.94905606708681,8.047374137583152,8.167856329871112,8.09462713498469,8.100503938164943,7.916981155211895,8.166287778826112,5.818081771910878,6.55948944837587,8.356452374834193,8.139687247907158
PPP1R1B,0.9572111440085229,0.7383271806494947,-2.5986009607151184,0.49490175197703257,-0.1790494286220417,-0.6299139314608305,-0.9294195474206127,-0.18456211484567672,2.630838131703138,2.00957021832981,1.4363025680888233,4.178097270212418,3.540914414820086,3.201786078092988,3.115005377544065,2.901762703301753,-0.6566856981192348,0.3480471405950316,0.8746749648947422,1.4232575278782933,0.3181310338847117,-0.920603218339989,1.907758862792737,1.1371034400202327,0.7094663107369135,4.517403013574708,4.6388879978467346,0.6932963154297606,-2.569584115341734,2.2848540083374718,-2.5839037275732304,3.299477623506508,-1.7006730589973809,3.6765261233317355,3.398242875121787,2.82637741453997,2.9129672180065973,3.14276796674361,2.294922673321638,2.8465868819122817,1.597879615238531,1.0285362055939447,4.1180013498555486,4.499621222750778
KCNE3,2.0361496472244336,2.342523736685742,3.084528757873462,2.960808330858605,2.829793702740044,2.9861831532487617,3.582760643558314,3.1223188459846027,5.156357693997386,4.582379543112063,4.740282420707722,6.375178551562131,5.756231104846129,6.252915648976974,5.397361453652351,6.000350089526673,3.404382572129695,3.9650630335202695,3.6977218381331496,4.381510964607578,3.777238191552855,1.5919948788451521,1.3942214027827105,5.095024316817286,2.5765783558632895,6.301849284087492,6.233101513774212,3.8799784322501756,1.1977603787894036,5.384457560881446,1.5876290398314574,5.699267003464549,2.396067076165807,5.763025624708019,5.130281242857002,5.224050570471324,5.577332915220113,5.391512271478825,5.027503508182299,5.713526107504182,4.970847865702365,5.291535245967001,6.051917256368941,6.299680148490947
DEGS2,0.6392933470032197,2.303655881888195,2.1513334495521526,1.3490743018104252,-0.9586544011755653,1.5158713894928753,-0.2058042404820682,-0.2086436954629843,3.8230426119564145,3.906018607506,4.390358633981041,6.399511131477538,5.347385049125264,5.245805687978189,5.358772286157236,5.550360461120921,1.4110637962561743,2.0735348308054786,1.8783541743498977,0.6558435879892823,3.3577747631080586,-0.19549736063815892,-0.2004396592501634,4.592797861173534,1.970058699143398,5.6875215864566275,5.903137930648636,2.0996183386982437,-1.3196239152486793,5.283265114029583,-2.5839037275732304,5.387160245895921,-0.2126586223052359,5.1139253482998175,4.904872569105642,4.639207084012809,4.013096734571355,5.229739540914942,4.024482045546378,4.402814910912728,3.6694960249089097,3.6341951087870625,6.253817200647562,6.034116512876122
PARM1,4.261856022194252,4.183564253023291,4.3968894439620225,4.181116429520514,4.14384145575988,2.45928914025838,2.043147702206715,1.7017749052174747,5.88799280005044,6.079697047388969,5.8565018177151655,6.822084176524649,5.953919810610142,6.120396292589563,6.069694715510251,6.053193127033713,2.0307077557205226,2.3707927079138438,2.155340317192876,3.5578078060645355,3.6759234120395674,1.3188543089876583,4.119805026034307,6.033140201807866,4.305549199243802,6.8578139234623485,6.76014150162293,3.608917574122687,2.023031803144058,5.930788292847912,1.7882973938572937,5.917526961372086,1.8610208926453764,6.120304014311644,7.240268000390701,7.2143472276650975,7.331017493564666,7.219769419916202,7.237058670430955,7.246344405876379,6.100979283540889,6.042987104425904,6.84403462749838,6.902142265062026
CLRN3,0.8620911966229876,1.3067060904320387,0.5555868827876316,1.304300340168788,0.8728786355681623,1.3321601684409234,0.21854210903760074,-1.001977364127176,4.444388061665426,4.319547206935291,4.704718355544656,4.836303407251744,3.963812101958106,4.003306534818434,3.8344761029542975,3.9132409256029566,-0.27732839059064895,1.4911469750310327,1.1113704300335039,0.589466976149272,2.174213538316781,-0.9908614051303954,0.5866010008740774,4.237996163489652,1.6935878670382198,5.12451827836982,4.461586086969158,1.677391517771624,-2.569584115341734,4.087241274440997,-1.0063867211881048,4.081936046541201,0.21212368859895786,3.59799094410518,5.413676269473771,5.2909987556258375,5.450050087976853,5.46219072039054,5.571938698727279,5.548299865062007,4.533965039741232,4.549850586309168,4.860709724522411,4.823897729472196
CFH,6.109374120371084,6.388917869411974,6.7743733692798545,6.1269177641981125,5.5337943676262364,5.118104605421293,5.207682362782449,3.454757014004653,7.12196174295684,7.601534452556757,7.500186424100697,8.056272292429371,7.926111370435453,8.31244403671544,8.243467655172642,8.00321977567038,3.4699983802727306,4.614756627599826,5.624276039655055,3.8955628203036294,5.716690907714461,1.4066784454438748,5.6061560094101965,7.007531232164608,4.794496293275817,7.8724622563866165,8.352302590135695,5.251508176900939,2.786162620014016,8.16878281977882,4.459704053850352,6.909320028924011,2.389811913007536,8.022747498487737,7.904979141072188,8.135554982457531,7.268160796597333,8.112223670574645,8.016640137052015,7.988420312169852,7.560797615782865,6.989125263990953,8.037226724973253,7.7492951873337095
FREM2,2.6863724418703447,2.386890921149484,3.052630888043505,3.7694414193540737,2.7023407915859585,3.0929234888379216,3.076962078230621,4.059199361528801,5.566380663302411,4.360127779184615,5.232870458392369,4.447898088498934,4.0975127979940975,4.667929074917749,4.943469319072433,4.091836384273814,1.6011366718582576,3.071290072785372,1.4971213512943244,0.4673548928741654,1.5305682607577382,0.2932911123543778,4.069759979712111,4.456175568188014,3.113796462189171,5.882467465006093,5.0753261819146624,3.0975843200429507,3.0883516912060447,4.663521883374934,3.073731923539196,3.763228420855014,-0.17227727864974376,4.7581588103376244,4.711538597171168,3.98691899106167,4.110024767312775,4.110903667737792,3.669554434514368,3.7617162907988058,4.618126071389756,4.8185425393992105,5.393731305554285,5.070181016682512
TNFSF13B,2.3767522391430522,2.6892664368837376,1.2257260776266965,2.116788989594115,2.296235906759121,3.713222944913456,2.46876079476068,2.377195910686782,4.9756570083738945,4.513462125481966,4.3511124336097895,4.402633294783259,3.7275093422829264,3.6270039973853647,4.218490936271424,4.4638455316717245,2.7591767963159897,3.82786647583064,4.016077146325437,2.052769734639252,-0.14483025867520313,-2.5685113842315763,1.7098725722849786,3.913274156558849,3.141016142867206,4.470239218868945,4.7392435908939365,1.5914699690549525,-0.61429297479223,3.524416953653783,2.509930085997026,3.8484221500636604,2.1266791787694026,3.527317252677309,4.353012958779386,4.226786997556341,3.848727008228881,3.6869496061928984,4.461139379566806,3.981896930155995,4.150696735213278,4.749104210066302,4.427030189881389,3.7752171228271414
ATP10B,2.1887938394754847,1.5369960562006828,0.9736690500003569,-0.695790612502636,0.8792884228917353,2.1831298574845035,1.924552117750197,-0.3241741106085391,4.76682274159291,4.642120178045748,3.5296202713772855,2.844313662763693,3.993873720301758,3.353661029834608,3.515348127455808,3.786539639247008,2.2634542032042293,1.865726634351793,0.7706224467571506,2.0056527415926975,3.7166520857852587,-2.5685113842315763,0.4095773315908508,4.4958366269664465,1.6387125604546013,3.447157383016486,4.185342605087244,1.0049937026478002,1.7904521866175733,2.7144147179300684,0.45606336767198563,3.641942395964777,0.3262498303931546,2.968462317759973,4.539441598325705,3.2113071392233534,3.9789685755860424,3.594733634240801,3.574046283945223,3.9750508676198533,4.362583467599471,4.13068980742464,3.125561832607023,2.8056680758363526
SLAMF6,-0.517556669242241,-2.5871249941616927,0.604668253352435,-0.49565413865923824,-1.1671128039402807,0.6067805079607298,0.6294497041902731,0.626401728636091,1.2205081032914575,0.8003998537361379,0.8082575311361593,2.6525321103581256,2.867531568960212,2.1306617316549175,2.9033903509167773,3.324686093790909,-2.5777258538442647,0.3299652890296111,-0.19782445671131688,-1.1911955877146136,1.5590782014173958,-0.4990882963591518,0.6357004323614086,0.8023166093336928,-2.5412362418039027,2.7533520653100605,2.960573742903915,0.6493216708166446,-1.1782328359496295,2.911819924920719,-2.5839037275732304,2.7858912800153797,-0.514948499270136,2.8597407345570405,-0.4447746010701223,0.9200241723333631,-0.4485211673680876,-0.1798914277730975,0.6825950400666871,1.6160797220928893,2.6901019531794557,0.7685907130071367,3.502790352499019,2.559028836012376
PLEKHS1,2.53286426811169,1.5824226942902047,3.3798582550559897,1.638932803338231,1.9611827541353446,3.8965471575437354,4.012465348154954,3.6343412061520226,4.136708007597034,4.678788124878899,4.386183517029619,5.577036054267443,5.5073444886203715,5.0634599320271025,5.573631642104828,5.098318624781837,2.795681568783509,3.1780305763669414,4.181828947750601,3.554365208820766,3.1808490585150286,0.7033637875158457,2.384762935489771,4.061289111151103,2.278614626993754,5.931144850791089,5.9213377119010975,3.1670627536342373,2.9359619311059904,5.523102233801277,1.6191915095488143,5.455304135020603,1.0978065533878916,4.929988379526312,3.3426463742339614,3.895782978391699,4.6077590221381115,4.596764037695723,3.310052046328233,4.322986473048542,3.5859148458012116,4.034750485595765,5.733754826066238,6.01439053274565
SIDT1,1.289338269226748,3.2734345521688732,2.190795596560344,2.595401690993757,1.374351299365651,2.924413366358864,2.414846417216504,1.6935041886083841,3.0307150431575116,2.6673392744088837,2.0042960795814113,4.628514888167747,4.271824698620126,4.393495303658499,5.737395371458964,5.1671136390261285,2.602583747359973,2.601458053322276,1.4137317887297691,1.4246935936385057,2.4853681452873433,0.9082940700532675,1.4550371830782356,3.0258183468013424,0.41114875708375936,5.262089610361243,5.138610825297902,2.6764608865024795,1.6133618332490764,4.784987706817534,2.2591949377683664,4.437325177522279,1.4397561456597228,4.861985293362795,3.5711313291189697,2.946306012579221,2.9375712298824315,2.9726143887961425,3.6871231326146265,3.0410228792773975,4.399756002286894,3.6695248002837313,4.600101358410155,4.671857245897768
BCL11B,0.06907780357036758,0.5737784148987901,-1.0228704202074845,-1.0111389070863288,-0.25992362949130715,1.1857261920450428,-0.3972140974116946,-0.2653237578004834,0.41436266588440873,0.39314554336848717,1.6786125072650488,3.5552494280821154,1.940154101177911,2.130794247635431,2.122366314245636,2.0322080097588358,-0.274260881666842,-1.0018886058745549,-0.9957664514738206,0.2830291284462752,-0.2531397009324978,-2.5685113842315763,0.22771845158602785,1.3336391954871627,-0.9629263409293489,2.861038819486126,2.7173187071602785,0.7385216860465234,-1.1007881492156464,2.642413065408615,0.2694892620364722,2.391288160933661,0.21541452981722933,2.5813954606371343,0.33883435023768954,1.21577551320377,0.31840655449519306,0.4788414007689495,0.31095520356481965,0.939425665748595,1.3540274917550215,0.2544317914839864,3.178552778075092,2.636263802333989
