"geneID","ERR978108","ERR978109","ERR978110","ERR978111","ERR978113","ERR978115","ERR978116","ERR978117","ERR978190","ERR978192","ERR978195","ERR978215","ERR978219","ERR978220","ERR978222","ERR978224","ERR978118","ERR978120","ERR978121","ERR978142","ERR978144","ERR978151","ERR978107","ERR978193","ERR978112","ERR978212","ERR978217","ERR978143","ERR978147","ERR978221","ERR978148","ERR978223","ERR978149","ERR978225","ERR978183","ERR978184","ERR978185","ERR978186","ERR978187","ERR978188","ERR978191","ERR978194","ERR978213","ERR978216"
"PIGR",0.410440196249387,0.40384335595743,-0.453628255383733,-0.425425194448645,0.457846575228787,-0.412900147091719,-1.13749090890259,-0.432023987715395,5.43941483366567,5.16216901845177,5.42635334614608,6.35022123325314,5.67452254409222,5.73164649362248,5.84649669574866,5.64496928728486,0.401028411324896,0.68476840118807,-1.13860416748485,6.25518250392792,5.25948613324904,1.61518877396544,-0.40584751264124,5.42026147326523,0.433709599663967,6.23313236085391,6.30069632505298,5.26944543296191,5.26026078830794,6.26647194356591,4.74038503722015,5.69946373549819,1.7435192512913,5.51704021102974,4.33275574983703,4.23564863172051,4.79109269952372,6.29408880215335,5.34114832818614,4.34339376883328,4.92585597392793,5.06476105795777,6.47809966633326,6.40207925274823
"PIK3R3",4.8130744115009,4.38063890552719,4.58478200490331,4.64938510709458,4.890996395021,4.78454758303508,5.04584455746859,4.67740785577832,6.82845338039612,7.00297223147548,7.11923993793372,6.30668637125247,6.49424585711397,6.47688598079115,6.290352120846,6.26569092083967,4.43938863111237,4.59190383766385,4.78555082998779,2.66133132335526,3.58600767342378,3.27782179556306,5.17927062433755,6.62768872332317,4.79410384471263,5.97043738188446,6.13515713216918,3.22558645572045,3.73180042990673,6.39700376008319,4.19089825589865,6.244927099976,3.55646959476527,6.14241270519347,6.07922606788681,6.10028636951985,6.07185378661731,6.00899097090301,6.19222675609803,6.21623987226115,6.69080684852288,6.4185075145785,6.13965123417705,6.06566898631824
"PIP5K1B",2.85876002059587,2.85637853697807,1.97683665449328,2.5402813181946,2.00512696182335,2.3269342020724,2.91054704737549,1.51358107251941,5.01308152860525,5.16660356306942,4.69728457226836,5.54932296707893,5.01067251360095,5.18155212151755,5.29631202526972,4.94635230008253,2.69834940903588,2.77671609092699,2.36542554795082,3.70474388024754,4.23423033596453,3.52571160980848,2.15131583505627,5.38277152121836,2.18997587211284,5.7203018035461,5.36075261987726,3.67100580675538,3.51701407384134,4.97357177521244,2.7075513761175,5.37625383937016,2.75536151239877,5.79223378254442,6.04378412064536,5.82110643094268,5.70451885053088,5.7844037527549,5.45404689240489,5.90745085577561,5.21147185184326,4.86754038436296,5.60150941968292,5.53156334000956
"PKDCC",-0.508434456735879,-1.33298129370036,-0.330490133013156,-0.559198235304668,0.0781747160309883,1.57627437367675,1.36749488387724,1.91458865566728,4.94818193319807,5.01138116935573,4.28960496707826,3.55400930651832,2.87793553068716,3.24765786014006,2.94177720171174,3.06174033986654,2.60519193960012,2.32225626230756,1.97799036808584,1.4512603994373,1.26210643011167,1.74974620913313,-0.326862586670259,3.81569226396313,-0.465186066363615,3.7542179100914,3.33074273358627,1.81386736739917,1.70216494094053,3.41726849316395,1.47558646852396,3.65586750558253,1.77871257803882,2.5544981015881,4.24860318373925,4.74329914678214,4.00278159090347,3.92981369379958,4.30884961631217,4.34627505143625,5.000466032295,4.49395603105342,2.84551334748373,3.01216505547328
"PLA1A",-1.03653232082107,-2.58712499416169,-0.324525398477749,-0.312407712139972,-2.57303526305083,0.198004502021753,1.80369318521083,1.37722255855051,2.20328701710692,2.50311375882328,2.42730670895202,2.49017086674981,2.02285649324484,1.40511497442198,0.571082888103834,1.8326107491081,-0.048317203666218,2.15057483611966,1.07236644819385,-0.020231886065189,-1.0191013096902,-0.0184087331646565,2.05495183539864,2.94027579288613,-2.5412362418039,2.19200597651753,2.1423154866365,-1.00954319456279,-2.56958411534173,1.05600660543808,-1.03441027088534,1.81893785382065,-2.58321426810836,1.3161547958148,3.29979774413077,0.367911421692185,1.34553678257332,2.39882521227595,1.36779690658068,1.7117970129023,2.05705934895322,1.24783305149465,2.57660943085096,2.86151482737448
"PLA2G10",0.256146168784058,1.73689362013087,2.26571271346335,1.77022365313285,1.12257669511798,2.21910329994152,2.10338986691055,2.03682408518873,4.80392394278358,4.75775921107457,4.69981636742445,3.15397536879342,2.82957102463448,3.32533139126625,3.13752466282571,3.88070370316707,2.20936668825394,2.26137412849221,2.3665018319801,0.379223591718345,-0.552994037370811,-0.323452205362684,2.55438416550633,4.89649315862582,2.06160438882419,3.58724221424586,2.88519577387113,1.93554825079864,1.45068187436469,3.37093760344417,1.02728586549951,3.54190515209173,-0.750608719418865,3.25521573585522,4.48416273212536,4.38000361644544,4.78318504710964,4.52634227242003,4.53248259988076,4.7036295214331,4.69911556015647,4.75540138212415,3.36102402162427,3.52693425857085
"PLA2G4A",2.77315911378402,1.53863997203834,2.7556757950473,2.32966439645572,2.0567443771458,0.780922425117717,1.00418525168585,0.590093716816905,1.73958466835194,1.71861587370968,1.68849783333454,6.25203607407567,6.73939707581341,6.42419983935585,6.37299508142229,6.49975592079082,0.991932403076329,0.759695128929896,1.51148374771561,3.67906208614382,3.78075098139567,3.19011303126914,2.72938819853865,1.17674654234258,2.81682236554662,6.55675427684561,6.45020338892947,4.20939258110361,3.90958986132505,6.54988522228887,3.25210255810248,6.48596803616118,3.75695829716849,6.71276367466276,3.14516252629907,3.66840464596639,3.53186739519698,3.27398512907399,3.76167929257514,3.47178201977055,1.6941589029576,2.11861975175716,6.44288132850978,6.52745091563815
"PLAU",10.6822964319122,10.7749169121148,10.7316300453851,10.7142916085957,10.6688435245703,10.2262484898717,10.3391027100422,10.3021680487101,8.95043040032596,8.85956986504744,8.84914294292101,6.82248190494827,6.93307921500444,6.86242364766101,6.96020211694994,6.94479668200397,10.2908218989081,10.315356953021,10.2216645579301,9.27954443162097,9.24836018247594,9.66432394550219,10.7327469543606,8.99501275770132,10.7205547485559,6.89227321290034,6.92461330821047,9.30019309308743,9.65047661880352,6.63161389748759,9.58783792338794,7.01998819334469,9.60240520163824,6.87301588977447,8.65636102617813,8.59344076933908,8.50089710690262,8.63461151920756,8.5673250761729,8.51242192129332,8.84799446381074,8.87298658079732,6.76851773818648,6.68135259853428
"PLEKHG7",0.242914060100782,0.952155090810348,1.00032072888987,-0.254080464076096,1.34463927471653,2.56901060686585,3.43898684794292,1.51468327471572,4.17569944456218,3.75602543820008,3.5935404005778,1.74385781673367,2.4521182428032,2.27916968675788,2.57456783836343,2.89439227835484,1.88575128982659,1.95038585867499,2.44708544999357,0.209578904169293,-2.56576195650243,-2.56851138423158,2.70028691744128,4.60037762953869,1.93477924473386,1.97992115472793,2.42259531579274,-2.55697137467362,-2.56958411534173,1.04927749848114,-2.58390372757323,2.02555527889164,-0.842534355574404,2.49958824790014,3.72690945597611,2.66025838486391,3.06135845621798,4.69700719143589,3.73954449507302,3.45711736879141,4.56204369048387,5.01589026692131,2.47870654419319,2.80876427575709
"PLEKHS1",2.53286426811169,1.5824226942902,3.37985825505599,1.63893280333823,1.96118275413534,3.89654715754374,4.01246534815495,3.63434120615202,4.13670800759703,4.6787881248789,4.38618351702962,5.57703605426744,5.50734448862037,5.0634599320271,5.57363164210483,5.09831862478184,2.79568156878351,3.17803057636694,4.1818289477506,3.55436520882077,3.18084905851503,0.703363787515846,2.38476293548977,4.0612891111511,2.27861462699375,5.93114485079109,5.9213377119011,3.16706275363424,2.93596193110599,5.52310223380128,1.61919150954881,5.4553041350206,1.09780655338789,4.92998837952631,3.34264637423396,3.8957829783917,4.60775902213811,4.59676403769572,3.31005204632823,4.32298647304854,3.58591484580121,4.03475048559577,5.73375482606624,6.01439053274565
"PPARGC1A",1.11654158625934,0.953912050504281,-0.600781010519244,-0.0714350219914209,2.74057047850372,-1.43369924694418,0.771383372806634,-2.57016701998331,-0.630802479919122,3.63387013432776,2.22760935942578,2.89871470469827,3.77878019888803,4.00971114543049,4.31787575627263,3.67084359937121,-1.45909335196257,-1.45308384283508,-2.56833144760113,1.68742188656528,1.56605286960534,2.84587947360121,1.13035634435483,-1.27103518810887,1.1653331323713,4.02198542837766,4.01912333898498,4.58349018235127,4.12494923453368,5.35983986329965,2.20108774407376,3.73380391186701,4.43447651064859,4.53607228758932,4.64075370056332,4.05539067061874,3.13761119308675,4.50127542459129,4.09142682197922,2.11740742262829,0.149997206489518,3.63990039848488,3.48168256912707,2.47726693086077
"PPM1L",3.2510320787394,3.52199724580377,3.54120755764301,3.31745317412178,3.09334125112767,2.69291357560584,2.67987347159996,3.56222674452385,4.80523299133121,4.78766515398677,5.02720248495362,7.53638504002208,7.12834440829434,6.88563517571269,7.15730286619525,7.08802543526043,3.66742134020141,2.98510486101306,2.99204031613079,5.42066034512293,5.44666714388239,4.61979016607239,2.99793362152833,5.25358250684427,3.32483540882364,7.24962209132084,7.22406943381201,5.16780602466044,3.80425663328947,7.16113732311415,4.79588479318817,7.23465240317083,4.62036338723452,6.88586172021513,6.5950823503686,6.495297344522,6.63281009499864,6.51089660052417,6.8661983128647,7.04442458179061,5.33442751546681,4.94658879604127,7.15737773985234,7.0833801815795
